,ID,E_Brent,Opt_Basica,PP,BR,AR,WO,NW,opt_C,opt_I,capex_h,produc_h,Fixed_Costs_h,Semi_Fixed_h,Gross_Fluid_h,Water_Injected_h,Producer_Well_h,WI_Well_h,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
40,40,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,0.9,1,1,1,1,437775.8999,27987.9221,502191.5967,83806.0441,585997.6408,0.5796852748302029,453069.8182,8446270.1564,9369115.3195,64.21441218882794,77.33326232873975,13.118850139911803,58.58156901436937,70.54964282621873,11.968073811849354,2039.0,2039.0,21.1166,21.1166,2.7543,2.5127,787135.385,153080.3244,182964.5104,1631781.7538,42837.712,862821.4797,153080.3244,235186.3944,1879923.5514,42837.712
41,41,50,1,0.5700000000000001,1,1,1,1,1,1,1,1,1,0.9,1,1,1,1,437775.8999,146389.8053,502191.5967,221899.7416,724091.3383,1.1148262259748607,692398.3556,8446270.1564,9536980.2218,64.21441218882794,91.78685893453732,27.572446745709378,58.58156901436937,83.73538008063052,25.153811066261152,2040.0,2040.0,19.1277,19.1277,3.5359,3.2257,820561.5157,247948.2308,224137.4432,1915756.2693,38943.3745,899461.6614,247948.2308,284773.4081,2195218.0132,38943.3745
42,42,50,1,0.5700000000000001,1,0,1,0,1,1,1,1,1,1.1,1,1,1,1,419749.1484,70015.3692,478631.0649,128221.3782,606852.443,2.6132009943587207,144552.5415,8902832.5654,8876037.8663,62.498910891403604,71.34169642886009,8.842785537456482,57.01655028689454,65.08365288246884,8.067102595574296,2039.0,2039.0,21.4981,21.4981,0.9527,0.8691,752890.4408,59723.9633,199803.3366,1540518.1927,38335.9344,825283.7525,59723.9633,251119.0585,1781315.1517,38335.9344
43,43,50,1,0.5700000000000001,1,0,0,1,1,1,1,1,1,1.1,1,1,1,1,419749.1484,38255.2722,478631.0649,92942.7032,571573.7681,1.7758779435189969,145966.8301,8902832.5654,9133284.511,62.498910891403604,68.7373901405559,6.238479249152297,57.01655028689454,62.70779451419132,5.691244227296782,2038.0,2038.0,21.7861,21.7861,0.9985,0.9109,756592.3596,60278.9315,187617.5848,1506298.4138,43805.1172,829341.6249,60278.9315,237375.0638,1742374.5056,43805.1172
44,44,50,1,0.5700000000000001,1,0,1,1,1,1,1,1,1,1.1,1,1,1,1,419749.1484,107266.0258,478631.0649,174413.7537,653044.8185,1.803288417137834,290519.3715,8902832.5654,9213120.3943,62.498910891403604,77.62169077122078,15.122779879817186,57.01655028689454,70.81277052813124,13.796220241236696,2039.0,2039.0,20.5758,20.5758,1.7573,1.6031,782285.4314,120002.8948,210175.6093,1679301.9435,39822.8339,857505.1844,120002.8948,265255.8867,1935631.6183,39822.8339
45,45,50,1,0.5700000000000001,1,1,1,0,1,1,1,1,1,1.1,1,1,1,1,419749.1484,123961.5565,478631.0649,189517.2739,668148.3388,2.524843197351436,239328.5373,8902832.5654,8964066.8853,62.498910891403604,78.54724344118286,16.048332549779253,57.01655028689454,71.65713436739489,14.640584080500346,2040.0,2040.0,20.6605,20.6605,1.4316,1.306,772013.8059,94867.9063,218851.9545,1664295.2211,34850.8495,846245.9027,94867.9063,273279.171,1917392.1683,34850.8495
46,46,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,1.1,1,1,1,1,419749.1484,28697.5317,478631.0649,88662.4837,567293.5486,0.6028402733345166,453069.8182,8902832.5654,9816546.4801,62.498910891403604,75.32713934413997,12.828228452736367,57.01655028689454,68.71949554202244,11.702945255127903,2038.0,2038.0,21.1984,21.1984,2.8269,2.5789,793968.4973,153080.3244,175273.7923,1617890.7773,47121.4832,870311.6221,153080.3244,226889.9258,1864696.9041,47121.4832
47,47,50,1,0.5700000000000001,1,1,1,1,1,1,1,1,1,1.1,1,1,1,1,419749.1484,147623.2511,478631.0649,227375.8764,706006.9413,1.1288718038376242,692398.3556,8902832.5654,9984411.3824,62.498910891403604,89.73936035564017,27.240449464236576,57.01655028689454,81.86748664023314,24.8509363533386,2039.0,2039.0,19.1706,19.1706,3.6154,3.2982,828808.8216,247948.2308,215900.4936,1902867.6574,42837.712,908501.9775,247948.2308,275795.2501,2181090.1117,42837.712
48,48,50,1,0.5700000000000001,1,0,1,0,1,1,1,1,1,1,0.9,1,1,1,439384.0023,70139.1021,503954.3243,124266.7708,628221.0951,2.5592384699596153,144552.5415,8574962.7787,8547699.2442,64.21441218882794,73.05511436401761,8.840702175189675,58.58156901436937,66.6467709987529,8.065201984383522,2040.0,2040.0,21.233,21.233,0.9306,0.8489,739629.9245,59723.9633,207575.9892,1551303.8309,34850.8495,810748.1865,59723.9633,259593.7761,1793137.8704,34850.8495
49,49,50,1,0.5700000000000001,1,0,0,1,1,1,1,1,1,1,0.9,1,1,1,439384.0023,38453.4616,503954.3243,89023.6632,592977.9875,1.7223718590606323,145966.8301,8574962.7787,8806793.9509,64.21441218882794,70.53675461983333,6.322342431005389,58.58156901436937,64.34932000405846,5.767750989689084,2039.0,2039.0,21.5578,21.5578,0.9733,0.8879,745461.3322,60278.9315,195357.173,1518757.7345,39822.8339,817140.3065,60278.9315,245811.7786,1756031.8379,39822.8339
50,50,50,1,0.5700000000000001,1,0,1,1,1,1,1,1,1,1,0.9,1,1,1,439384.0023,107586.6802,503954.3243,170680.1035,674634.4278,1.783293607149724,290519.3715,8574962.7787,8881056.8854,64.21441218882794,79.40196779525239,15.187555606424452,58.58156901436937,72.436882900932,13.855313886562632,2040.0,2040.0,20.3541,20.3541,1.7183,1.5676,768817.9049,120002.8948,218514.3884,1690508.4468,36202.5762,842742.7034,120002.8948,274333.0677,1947915.67,36202.5762
51,51,50,1,0.5700000000000001,1,1,1,0,1,1,1,1,1,1,0.9,1,1,1,439384.0023,124223.0617,503954.3243,185750.7214,689705.0457,2.4970755455715494,239328.5373,8574962.7787,8630042.2515,64.21441218882794,80.24580630637765,16.03139411754971,58.58156901436937,73.20670049002872,14.625131475659357,2041.0,2041.0,20.3979,20.3979,1.402,1.279,756861.769,94867.9063,226996.008,1674015.3377,31682.5904,829636.9391,94867.9063,282154.4299,1928046.9115,31682.5904
52,52,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,1,0.9,1,1,1,439384.0023,29002.1245,503954.3243,84887.952,588842.2763,0.5891310238829249,453069.8182,8574962.7787,9483891.9724,64.21441218882794,77.33326232873975,13.118850139911803,58.58156901436937,70.54964282621873,11.968073811849354,2039.0,2039.0,21.021,21.021,2.7543,2.5127,783516.3176,153080.3244,183961.273,1631781.7538,42837.712,858854.425,153080.3244,236308.8136,1879923.5514,42837.712
53,53,50,1,0.5700000000000001,1,1,1,1,1,1,1,1,1,1,0.9,1,1,1,439384.0023,148400.1458,503954.3243,224103.3842,728057.7085,1.1267442207460148,692398.3556,8574962.7787,9640497.9142,64.21441218882794,91.78685893453732,27.572446745709378,58.58156901436937,83.73538008063052,25.153811066261152,2040.0,2040.0,19.0098,19.0098,3.5359,3.2257,815565.7366,247948.2308,225514.7793,1915756.2693,38943.3745,893985.519,247948.2308,286283.1803,2195218.0132,38943.3745
54,54,50,1,0.5700000000000001,1,0,1,0,1,1,1,1,1,1,1.1,1,1,1,418141.832,69419.441,476869.1987,127568.1491,604437.3479,2.5978904309567628,144552.5415,8774139.943,8756945.3279,62.498910891403604,71.34169642886009,8.842785537456482,57.01655028689454,65.08365288246884,8.067102595574296,2039.0,2039.0,21.5815,21.5815,0.9527,0.8691,756020.6075,59723.9633,198876.4146,1540518.1927,38335.9344,828714.8967,59723.9633,250103.0094,1781315.1517,38335.9344
55,55,50,1,0.5700000000000001,1,0,0,1,1,1,1,1,1,1,1.1,1,1,1,418141.832,37757.0739,476869.1987,92396.6012,569265.7999,1.7632809551559092,145966.8301,8774139.943,9012343.9105,62.498910891403604,68.7373901405559,6.238479249152297,57.01655028689454,62.70779451419132,5.691244227296782,2038.0,2038.0,21.8671,21.8671,0.9985,0.9109,759581.0551,60278.9315,186734.4041,1506298.4138,43805.1172,832617.695,60278.9315,236406.9619,1742374.5056,43805.1172
56,56,50,1,0.5700000000000001,1,0,1,1,1,1,1,1,1,1,1.1,1,1,1,418141.832,106154.6683,476869.1987,173195.5349,650064.7337,1.789244259120686,290519.3715,8774139.943,9097752.7426,62.498910891403604,77.62169077122078,15.122779879817186,57.01655028689454,70.81277052813124,13.796220241236696,2039.0,2039.0,20.6728,20.6728,1.7573,1.6031,786118.9053,120002.8948,209060.8092,1679301.9435,39822.8339,861707.2616,120002.8948,264033.8943,1935631.6183,39822.8339
57,57,50,1,0.5700000000000001,1,1,1,0,1,1,1,1,1,1,1.1,1,1,1,418141.832,120652.754,476869.1987,186115.7802,662984.9789,2.472604299229365,239328.5373,8774139.943,8850660.3586,62.498910891403604,76.7544533274813,14.255542436077697,57.01655028689454,70.0216065443689,13.00505625747436,2039.0,2039.0,20.3092,20.3092,1.4646,1.3362,764366.2097,94867.9063,216645.3138,1653009.9503,38335.9344,837862.9606,94867.9063,270969.9949,1905021.7752,38335.9344
58,58,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,1,1.1,1,1,1,418141.832,27686.2548,476869.1987,87588.4918,564457.6905,0.5936181211476581,453069.8182,8774139.943,9701769.8273,62.498910891403604,75.32713934413997,12.828228452736367,57.01655028689454,68.71949554202244,11.702945255127903,2038.0,2038.0,21.2939,21.2939,2.8269,2.5789,797552.3585,153080.3244,174308.5244,1617890.7773,47121.4832,874240.0853,153080.3244,225797.3206,1864696.9041,47121.4832
59,59,50,1,0.5700000000000001,1,1,1,1,1,1,1,1,1,1,1.1,1,1,1,418141.832,145624.3488,476869.1987,225201.2332,702070.432,1.1171726777088495,692398.3556,8774139.943,9880893.6901,62.498910891403604,89.73936035564017,27.240449464236576,57.01655028689454,81.86748664023314,24.8509363533386,2039.0,2039.0,19.2874,19.2874,3.6154,3.2982,833751.1124,247948.2308,214564.4215,1902867.6574,42837.712,913919.4886,247948.2308,274314.2483,2181090.1117,42837.712
60,60,50,1,0.5700000000000001,1,0,1,0,1,1,1,1,1,1,1,0.9,1,1,436684.3165,69791.8444,500995.0534,123886.1228,624881.1762,2.55068288838064,144552.5415,8604240.4154,8580142.6695,64.21441218882794,73.05511436401761,8.840702175189675,58.58156901436937,66.6467709987529,8.065201984383522,2040.0,2040.0,21.3585,21.3585,0.9306,0.8489,743932.5204,59723.9633,206320.3369,1551303.8309,34850.8495,815464.4935,59723.9633,258217.388,1793137.8704,34850.8495
61,61,50,1,0.5700000000000001,1,0,0,1,1,1,1,1,1,1,1,0.9,1,1,436684.3165,38076.5402,500995.0534,88610.4993,589605.5527,1.71324244782676,145966.8301,8604240.4154,8838488.7668,64.21441218882794,70.53675461983333,6.322342431005389,58.58156901436937,64.34932000405846,5.767750989689084,2039.0,2039.0,21.6857,21.6857,0.9733,0.8879,749799.8156,60278.9315,194095.2969,1518757.7345,39822.8339,821895.9517,60278.9315,244428.5682,1756031.8379,39822.8339
62,62,50,1,0.5700000000000001,1,0,1,1,1,1,1,1,1,1,1,0.9,1,1,436684.3165,104600.5909,500995.0534,167628.8816,668623.935,1.7447361083526503,290519.3715,8604240.4154,8916067.4622,64.21441218882794,77.62169077122078,13.40727858239285,58.58156901436937,70.81277052813124,12.231201513761865,2039.0,2039.0,20.0381,20.0381,1.7573,1.6031,762366.2919,120002.8948,215825.0155,1679301.9435,39822.8339,835670.7431,120002.8948,271511.2116,1935631.6183,39822.8339
63,63,50,1,0.5700000000000001,1,1,1,0,1,1,1,1,1,1,1,0.9,1,1,436684.3165,121539.7481,500995.0534,183015.5164,684010.5698,2.455293040323989,239328.5373,8604240.4154,8665179.8049,64.21441218882794,78.54724344118286,14.332831252354918,58.58156901436937,71.65713436739489,13.075565353025516,2040.0,2040.0,20.0997,20.0997,1.4316,1.306,751703.8743,94867.9063,224648.5264,1664295.2211,34850.8495,823983.093,94867.9063,279679.7497,1917392.1683,34850.8495
64,64,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,1,1,0.9,1,1,436684.3165,28408.5834,500995.0534,84279.5178,585274.5711,0.5843875160114486,453069.8182,8604240.4154,9517264.203,64.21441218882794,77.33326232873975,13.118850139911803,58.58156901436937,70.54964282621873,11.968073811849354,2039.0,2039.0,21.1436,21.1436,2.7543,2.5127,788015.2021,153080.3244,182755.6153,1631781.7538,42837.712,863785.8947,153080.3244,234945.0492,1879923.5514,42837.712
65,65,50,1,0.5700000000000001,1,1,1,1,1,1,1,1,1,1,1,0.9,1,1,436684.3165,147302.8531,500995.0534,222900.5825,723895.6358,1.1206701569237176,692398.3556,8604240.4154,9679880.0338,64.21441218882794,91.78685893453732,27.572446745709378,58.58156901436937,83.73538008063052,25.153811066261152,2040.0,2040.0,19.1342,19.1342,3.5359,3.2257,820776.1233,247948.2308,224101.3711,1915756.2693,38943.3745,899696.9044,247948.2308,284733.8676,2195218.0132,38943.3745
66,66,50,1,0.5700000000000001,1,0,1,0,1,1,1,1,1,1,1,1.1,1,1,420800.8733,69769.3947,479783.9171,127951.7523,607735.6694,2.6064414569089873,144552.5415,8744862.3064,8724501.9026,62.498910891403604,71.34169642886009,8.842785537456482,57.01655028689454,65.08365288246884,8.067102595574296,2039.0,2039.0,21.4584,21.4584,0.9527,0.8691,751779.641,59723.9633,200108.3861,1540518.1927,38335.9344,824066.1449,59723.9633,251453.4397,1781315.1517,38335.9344
67,67,50,1,0.5700000000000001,1,0,0,1,1,1,1,1,1,1,1,1.1,1,1,420800.8733,38132.7634,479783.9171,92808.4147,572592.3318,1.7722777697804573,145966.8301,8744862.3064,8980649.0946,62.498910891403604,68.7373901405559,6.238479249152297,57.01655028689454,62.70779451419132,5.691244227296782,2038.0,2038.0,21.7415,21.7415,0.9985,0.9109,755311.2444,60278.9315,187969.4839,1506298.4138,43805.1172,827937.3256,60278.9315,237760.7994,1742374.5056,43805.1172
68,68,50,1,0.5700000000000001,1,0,1,1,1,1,1,1,1,1,1,1.1,1,1,420800.8733,106890.8709,479783.9171,174002.5262,653786.4434,1.7980858151962602,290519.3715,8744862.3064,9062742.1658,62.498910891403604,77.62169077122078,15.122779879817186,57.01655028689454,70.81277052813124,13.796220241236696,2039.0,2039.0,20.5451,20.5451,1.7573,1.6031,781375.9,120002.8948,210408.5707,1679301.9435,39822.8339,856508.198,120002.8948,265511.2482,1935631.6183,39822.8339
69,69,50,1,0.5700000000000001,1,1,1,0,1,1,1,1,1,1,1,1.1,1,1,420800.8733,123567.9912,479783.9171,189085.8658,668869.783,2.5180233588515173,239328.5373,8744862.3064,8815522.8052,62.498910891403604,78.54724344118286,16.048332549779253,57.01655028689454,71.65713436739489,14.640584080500346,2040.0,2040.0,20.6295,20.6295,1.4316,1.306,771124.9437,94867.9063,219082.6571,1664295.2211,34850.8495,845271.5729,94867.9063,273532.0566,1917392.1683,34850.8495
70,70,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,1,1,1.1,1,1,420800.8733,28289.8918,479783.9171,88203.2819,567987.199,0.5982761069151615,453069.8182,8744862.3064,9668397.5967,62.498910891403604,75.32713934413997,12.828228452736367,57.01655028689454,68.71949554202244,11.702945255127903,2038.0,2038.0,21.1736,21.1736,2.8269,2.5789,793126.7983,153080.3244,175471.4062,1617890.7773,47121.4832,869388.9905,153080.3244,227118.9069,1864696.9041,47121.4832
71,71,50,1,0.5700000000000001,1,1,1,1,1,1,1,1,1,1,1,1.1,1,1,420800.8733,146730.8496,479783.9171,226393.4484,706177.3655,1.1231796852994214,692398.3556,8744862.3064,9841511.5705,62.498910891403604,89.73936035564017,27.240449464236576,57.01655028689454,81.86748664023314,24.8509363533386,2039.0,2039.0,19.1656,19.1656,3.6154,3.2982,828617.2748,247948.2308,215932.717,1902867.6574,42837.712,908292.0128,247948.2308,275834.7906,2181090.1117,42837.712
72,72,50,1,0.5700000000000001,1,0,1,0,1,1,1,1,1,1,1,1,0.9,1,445650.3576,69664.8048,510823.2138,123746.8679,634570.0817,2.5460527416972685,144552.5415,8496274.0857,8474045.0108,64.21441218882794,73.05511436401761,8.840702175189675,58.58156901436937,66.6467709987529,8.065201984383522,2040.0,2040.0,21.0077,21.0077,0.9306,0.8489,731439.2671,59723.9633,209974.5886,1551303.8309,34850.8495,801769.9658,59723.9633,262223.0101,1793137.8704,34850.8495
73,73,50,1,0.5700000000000001,1,0,0,1,1,1,1,1,1,1,1,1,0.9,1,445650.3576,39175.3655,510823.2138,89814.9809,600638.1947,1.7395096351545911,145966.8301,8496274.0857,8707480.4031,64.21441218882794,70.53675461983333,6.322342431005389,58.58156901436937,64.34932000405846,5.767750989689084,2039.0,2039.0,21.2777,21.2777,0.9733,0.8879,735609.8199,60278.9315,198220.4261,1518757.7345,39822.8339,806341.5333,60278.9315,248950.3445,1756031.8379,39822.8339
74,74,50,1,0.5700000000000001,1,0,1,1,1,1,1,1,1,1,1,1,0.9,1,445650.3576,107853.198,510823.2138,170972.248,681795.4618,1.7855660147293688,290519.3715,8496274.0857,8787316.2864,64.21441218882794,79.40196779525239,15.187555606424452,58.58156901436937,72.436882900932,13.855313886562632,2040.0,2040.0,20.1186,20.1186,1.7183,1.5676,759660.0473,120002.8948,221139.3729,1690508.4468,36202.5762,832704.2826,120002.8948,277210.4545,1947915.67,36202.5762
75,75,50,1,0.5700000000000001,1,1,1,0,1,1,1,1,1,1,1,1,0.9,1,445650.3576,123481.1071,510823.2138,184937.425,695760.6389,2.4840193956482737,239328.5373,8496274.0857,8562074.0298,64.21441218882794,80.24580630637765,16.03139411754971,58.58156901436937,73.20670049002872,14.625131475659357,2041.0,2041.0,20.2011,20.2011,1.402,1.279,749082.6472,94867.9063,229250.7291,1674015.3377,31682.5904,821109.8248,94867.9063,284625.9511,1928046.9115,31682.5904
76,76,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,1,1,1,0.9,1,445650.3576,31048.7073,510823.2138,87044.8075,597868.0214,0.6066357483183479,453069.8182,8496274.0857,9346549.919,64.21441218882794,77.33326232873975,13.118850139911803,58.58156901436937,70.54964282621873,11.968073811849354,2039.0,2039.0,20.7125,20.7125,2.7543,2.5127,772162.6665,153080.3244,187001.986,1631781.7538,42837.712,846409.0767,153080.3244,239728.4169,1879923.5514,42837.712
77,77,50,1,0.5700000000000001,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1,445650.3576,149568.1948,510823.2138,225383.7455,736206.9594,1.1324541922511244,692398.3556,8496274.0857,9514414.8213,64.21441218882794,91.78685893453732,27.572446745709378,58.58156901436937,83.73538008063052,25.153811066261152,2040.0,2040.0,18.7729,18.7729,3.5359,3.2257,805365.0689,247948.2308,228281.0427,1915756.2693,38943.3745,882804.0179,247948.2308,289315.4306,2195218.0132,38943.3745
78,78,50,1,0.5700000000000001,1,0,1,0,1,1,1,1,1,1,1,1,1.1,1,411971.1327,66945.0481,470105.163,125139.4049,595244.568,2.546788365795466,144552.5415,8852828.6361,8830599.5612,62.498910891403604,69.53466199301829,7.035751101614689,57.01655028689454,63.43513023924475,6.418579952350206,2038.0,2038.0,21.3334,21.3334,0.9772,0.8915,751561.6567,59723.9633,195634.4343,1528005.763,42169.5279,823827.2006,59723.9633,246634.344,1767599.6037,42169.5279
79,79,50,1,0.5700000000000001,1,0,0,1,1,1,1,1,1,1,1,1,1.1,1,411971.1327,37047.0292,470105.163,91618.283,561723.446,1.7466052441601583,145966.8301,8852828.6361,9111657.4583,62.498910891403604,68.7373901405559,6.238479249152297,57.01655028689454,62.70779451419132,5.691244227296782,2038.0,2038.0,22.1404,22.1404,0.9985,0.9109,769264.5687,60278.9315,183931.6344,1506298.4138,43805.1172,843232.3157,60278.9315,233334.6951,1742374.5056,43805.1172
80,80,50,1,0.5700000000000001,1,0,1,1,1,1,1,1,1,1,1,1,1.1,1,411971.1327,103397.1015,470105.163,170416.3452,640521.5083,1.754230379900542,290519.3715,8852828.6361,9191493.3416,62.498910891403604,75.73088254954159,13.23197165813799,57.01655028689454,69.08782267677476,12.071272389880228,2038.0,2038.0,20.4283,20.4283,1.8006,1.6427,781993.1291,120002.8948,205040.0645,1666209.4398,43805.1172,857184.7761,120002.8948,259765.9236,1921280.22,43805.1172
81,81,50,1,0.5700000000000001,1,1,1,0,1,1,1,1,1,1,1,1,1.1,1,411971.1327,121455.6733,470105.163,186995.9033,657101.0663,2.4862459575750493,239328.5373,8852828.6361,8918628.5802,62.498910891403604,76.7544533274813,14.255542436077697,57.01655028689454,70.0216065443689,13.00505625747436,2039.0,2039.0,20.4982,20.4982,1.4646,1.3362,771952.0689,94867.9063,214427.2345,1653009.9503,38335.9344,846178.2294,94867.9063,268538.6388,1905021.7752,38335.9344
82,82,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,1,1,1,1.1,1,411971.1327,25646.2678,470105.163,85465.5807,555570.7438,0.5766566000597263,453069.8182,8852828.6361,9839111.8806,62.498910891403604,75.32713934413997,12.828228452736367,57.01655028689454,68.71949554202244,11.702945255127903,2038.0,2038.0,21.594,21.594,2.8269,2.5789,808687.5612,153080.3244,171384.008,1617890.7773,47121.4832,886445.9805,153080.3244,222478.3722,1864696.9041,47121.4832
83,83,50,1,0.5700000000000001,1,1,1,1,1,1,1,1,1,1,1,1,1.1,1,411971.1327,144453.1234,470105.163,223917.39,694022.5531,1.1115849481339524,692398.3556,8852828.6361,10006976.7829,62.498910891403604,89.73936035564017,27.240449464236576,57.01655028689454,81.86748664023314,24.8509363533386,2039.0,2039.0,19.5178,19.5178,3.6154,3.2982,843781.5402,247948.2308,211875.9184,1902867.6574,42837.712,924914.3806,247948.2308,271367.2353,2181090.1117,42837.712
84,84,50,1,0.5700000000000001,1,0,1,0,1,1,1,1,1,1,1,1,1,0.9,435301.4204,66754.4884,499479.1865,120846.4259,620325.6124,2.484045204487602,144552.5415,8642448.5178,8620219.4429,64.21441218882794,71.34169642886009,7.127284240032146,58.58156901436937,65.08365288246884,6.502083868099464,2039.0,2039.0,21.0191,21.0191,0.9527,0.8691,735530.107,59723.9633,204872.2792,1540518.1927,38335.9344,806254.1557,59723.9633,256675.4858,1781315.1517,38335.9344
85,85,50,1,0.5700000000000001,1,0,0,1,1,1,1,1,1,1,1,1,1,0.9,435301.4204,38153.7111,499479.1865,88695.0905,588174.277,1.715978230323035,145966.8301,8642448.5178,8872586.8698,64.21441218882794,70.53675461983333,6.322342431005389,58.58156901436937,64.34932000405846,5.767750989689084,2039.0,2039.0,21.7689,21.7689,0.9733,0.8879,751581.2139,60278.9315,193619.6237,1518757.7345,39822.8339,823848.6383,60278.9315,243907.1572,1756031.8379,39822.8339
86,86,50,1,0.5700000000000001,1,0,1,1,1,1,1,1,1,1,1,1,1,0.9,435301.4204,104354.9449,499479.1865,167380.9271,666860.1136,1.7422218693430047,290519.3715,8642448.5178,8952422.7531,64.21441218882794,77.62169077122078,13.40727858239285,58.58156901436937,70.81277052813124,12.231201513761865,2039.0,2039.0,20.1262,20.1262,1.7573,1.6031,764573.3846,120002.8948,215246.4649,1679301.9435,39822.8339,838090.0562,120002.8948,270855.7199,1935631.6183,39822.8339
87,87,50,1,0.5700000000000001,1,1,1,0,1,1,1,1,1,1,1,1,1,0.9,435301.4204,120930.9597,499479.1865,182373.6398,681852.8263,2.446194193212296,239328.5373,8642448.5178,8708248.4619,64.21441218882794,78.54724344118286,14.332831252354918,58.58156901436937,71.65713436739489,13.075565353025516,2040.0,2040.0,20.2073,20.2073,1.4316,1.306,754423.1881,94867.9063,223920.8971,1664295.2211,34850.8495,826963.8793,94867.9063,278856.7069,1917392.1683,34850.8495
88,88,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,1,1,1,1,0.9,435301.4204,28527.1736,499479.1865,84447.3975,583926.584,0.58684141240135,453069.8182,8642448.5178,9542538.2115,64.21441218882794,77.33326232873975,13.118850139911803,58.58156901436937,70.54964282621873,11.968073811849354,2039.0,2039.0,21.2131,21.2131,2.7543,2.5127,789604.3535,153080.3244,182430.7698,1631781.7538,42837.712,865527.8491,153080.3244,234551.0818,1879923.5514,42837.712
89,89,50,1,0.5700000000000001,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,435301.4204,146861.1299,499479.1865,222416.386,721895.5725,1.118741371403541,692398.3556,8642448.5178,9710403.1138,64.21441218882794,91.78685893453732,27.572446745709378,58.58156901436937,83.73538008063052,25.153811066261152,2040.0,2040.0,19.2165,19.2165,3.5359,3.2257,823144.2539,247948.2308,223557.8598,1915756.2693,38943.3745,902292.7398,247948.2308,284138.0955,2195218.0132,38943.3745
90,90,50,1,0.5700000000000001,1,0,1,0,1,1,1,1,1,1,1,1,1,1.1,422121.6667,70165.3882,481231.7099,128385.822,609617.532,2.61595439141033,144552.5415,8706654.204,8684425.1291,62.498910891403604,71.34169642886009,8.842785537456482,57.01655028689454,65.08365288246884,8.067102595574296,2039.0,2039.0,21.3578,21.3578,0.9527,0.8691,749422.1039,59723.9633,200749.1362,1540518.1927,38335.9344,821481.9216,59723.9633,252155.8005,1781315.1517,38335.9344
91,91,50,1,0.5700000000000001,1,0,0,1,1,1,1,1,1,1,1,1,1,1.1,422121.6667,38060.5778,481231.7099,92703.2799,573934.9898,1.7696151876738242,145966.8301,8706654.204,8946550.9916,62.498910891403604,68.7373901405559,6.238479249152297,57.01655028689454,62.70779451419132,5.691244227296782,2038.0,2038.0,21.6635,21.6635,0.9985,0.9109,753618.4391,60278.9315,188413.6814,1506298.4138,43805.1172,826081.7506,60278.9315,238273.7165,1742374.5056,43805.1172
92,92,50,1,0.5700000000000001,1,0,1,1,1,1,1,1,1,1,1,1,1,1.1,422121.6667,107214.035,481231.7099,174356.7638,655588.4737,1.8014460667488503,290519.3715,8706654.204,9026386.8749,62.498910891403604,77.62169077122078,15.122779879817186,57.01655028689454,70.81277052813124,13.796220241236696,2039.0,2039.0,20.457,20.457,1.7573,1.6031,779168.8073,120002.8948,210971.7059,1679301.9435,39822.8339,854088.8849,120002.8948,266128.531,1935631.6183,39822.8339
93,93,50,1,0.5700000000000001,1,1,1,0,1,1,1,1,1,1,1,1,1,1.1,422121.6667,124251.4145,481231.7099,189835.0029,671066.7129,2.528192367062749,239328.5373,8706654.204,8772454.1481,62.498910891403604,78.54724344118286,16.048332549779253,57.01655028689454,71.65713436739489,14.640584080500346,2040.0,2040.0,20.5219,20.5219,1.4316,1.306,768405.6299,94867.9063,219797.7541,1664295.2211,34850.8495,842290.7866,94867.9063,274315.913,1917392.1683,34850.8495
94,94,50,1,0.5700000000000001,1,1,0,1,1,1,1,1,1,1,1,1,1,1.1,422121.6667,30274.2694,481231.7099,90167.8134,571399.5233,0.6239933669414007,453069.8182,8706654.204,9643123.5881,62.498910891403604,77.33326232873975,14.834351437336139,57.01655028689454,70.54964282621873,13.533092539324185,2039.0,2039.0,21.5915,21.5915,2.7543,2.5127,805495.0873,153080.3244,177972.694,1631781.7538,42837.712,882946.538,153080.3244,229659.4536,1879923.5514,42837.712
